document_id,text,true_label,text_length,text_cleaned,cleaned_length,cluster,topic,intent,sentiment,predicted_topic,predicted_intent,predicted_sentiment
404,"From: turpin@cs.utexas.edu (Russell Turpin)
Subject: Re: Science and methodology (was: Homeopathy ... tradition?)
Organization: CS Dept, University of Texas at Austin
Lines: 18
Distribution: inet
NNTP-Posting-Host: im4u.cs.utexas.edu

-*-----
In article <1993Apr15.150550.15347@ecsvax.uncecs.edu> ccreegan@ecsvax.uncecs.edu (Charles L. Creegan) writes:
> What about Kekule's infamous derivation of the idea of benzene rings
> from a daydream of snakes in the fire biting their tails?  Is this
> specific enough to count?  Certainly it turns up repeatedly in basic
> phil. of sci. texts as an example of the inventive component of
> hypothesizing. 

I think the question is: What is extra-scientific about this?  

It has been a long time since anyone has proposed restrictions on
where one comes up with ideas in order for them to be considered
legitimate hypotheses.  The point, in short, is this: hypotheses and
speculation in science may come from wild flights of fancy, 
daydreams, ancient traditions, modern quackery, or anywhere else.

Russell

",sci.med,1051,"-*----- in article (charles l. creegan) writes: i think the question is: what is extra-scientific about this? it has been a long time since anyone has proposed restrictions on where one comes up with ideas in order for them to be considered legitimate hypotheses. the point, in short, is this: hypotheses and speculation in science may come from wild flights of fancy, daydreams, ancient traditions, modern quackery, or anywhere else. russell",442,57,Science and methodology,Discuss the nature of scientific hypotheses and the role of creativity in scientific thought,Neutral,Science and methodology,Discuss the nature of scientific hypotheses and the role of creativity in scientific thought,Neutral
15442,"From: Sven Guckes <guckes@math.fu-berlin.de>
Subject: Re: When is Apple going to ship CD300i's?
Originator: guckes@medusa
X-Mail-Reader: Elm 2.4 PL21
Organization: Free University of Berlin, Germany
X-News-Reader: NN 6.4.13 #13
Lines: 18

sunnyt@coding.bchs.uh.edu writes:

>The CD300 (external) is already shipping and has been shipping for
>quite awhile now.
>Demand for the units are high, so they are pretty rare.

Hm, I've got my CD drive since 921230.

>I've also heard rumors that they are bundled with a couple of CD's,  
>but I can't confirm it.

Indeed, CDs are bundled with it.
You usually get nine CDs with demos of applications, games, photos, etc.

I have compiled a list of these and posted it to alt.cdrom.
I will post an updated version of this list RSN.

Sven :)
",comp.sys.mac.hardware,781,"writes: hm, i've got my cd drive since 921230. indeed, cds are bundled with it. you usually get nine cds with demos of applications, games, photos, etc. i have compiled a list of these and posted it to alt.cdrom. i will post an updated version of this list rsn. sven :)",269,58,CD300i CD drives,Provide information about the availability and contents of the CD300i,Neutral,CD300i CD drives,Provide information about the availability and contents of the CD300i,Neutral
9916,"From: romdas@uclink.berkeley.edu (Ella I Baff)
Subject: Re: Selective Placebo
Organization: University of California, Berkeley
Lines: 37
Distribution: world
NNTP-Posting-Host: uclink.berkeley.edu

  Ron Roth recommends: ""Once you have your hypoglycemia CONFIRMED through the 
                        proper channels, you might consider ther following:...""
                        [diet omitted]

1) Ron...what do YOU consider to be ""proper channels""...this sounds suspiciously
like a blood chemistry...glucose tolerance and the like...suddenly chemistry 
exists? You know perfectly well that this person can be saved needless trouble 
and expense with simple muscle testing and hair analysis to diagnose...no
""CONFIRM"" any aberrant physiology...but then again...maybe that's what you meantby ""proper channels.""

2) Were you able to understand Dick King's post that ""90% of diseases is not thesame thing as 90% of patients"" which was a reply to your inability to critically
evaluate the statistic you cited from the New England Journal of Medicine. Couldyou figure out what is implied by the remark ""Of course MDs are ethically bound to not knowingly dispense placebos...""?

3) Ron...have you ever thought about why you never post in misc.health.alterna-
tive...and insist instead upon insinuating your untrained, non-medical, often 
delusional notions of health and disease into this forum? I suspect from your
apparent anger toward MDs and heteropathic medicine that there may be an
underlying 'father problem'...of course I can CONFIRM this by surrogate muscle
testing one of my patients while they ponder my theory to see if one of their  
previously weak 'indicator' muscles strengthens...or do you have reservations
about my unique methods of diagnosis? Oh..I forgot what you said in an earlier
post..""neither am I concerned of whether or not my study designs meet your or
anyone else's criteria of acceptance."" 

John Badanes, DC, CA
romdas@uclink.berkeley.edu







 
ideas 


",sci.med,1985,"ron roth recommends: ""once you have your hypoglycemia confirmed through the proper channels, you might consider ther following:..."" [diet omitted] 1) ron...what do you consider to be ""proper channels""...this sounds suspiciously like a blood chemistry...glucose tolerance and the like...suddenly chemistry exists? you know perfectly well that this person can be saved needless trouble and expense with simple muscle testing and hair analysis to diagnose...no ""confirm"" any aberrant physiology...but then again...maybe that's what you meantby ""proper channels."" 2) were you able to understand dick king's post that ""90% of diseases is not thesame thing as 90% of patients"" which was a reply to your inability to critically evaluate the statistic you cited from the new england journal of medicine. couldyou figure out what is implied by the remark ""of course mds are ethically bound to not knowingly dispense placebos...""? 3) ron...have you ever thought about why you never post in misc.health.alterna- tive...and insist instead upon insinuating your untrained, non-medical, often delusional notions of health and disease into this forum? i suspect from your apparent anger toward mds and heteropathic medicine that there may be an underlying 'father problem'...of course i can confirm this by surrogate muscle testing one of my patients while they ponder my theory to see if one of their previously weak 'indicator' muscles strengthens...or do you have reservations about my unique methods of diagnosis? oh..i forgot what you said in an earlier post..""neither am i concerned of whether or not my study designs meet your or anyone else's criteria of acceptance."" john badanes, dc, ca ideas",1687,59,Health and Medical Diagnosis,Critique and discuss alternative diagnostic methods,Critical,Health and Medical Diagnosis,Critique and discuss alternative diagnostic methods,Critical
7230,"From: lfoard@hopper.Virginia.EDU (Lawrence C. Foard)
Subject: Re: New Study Out On Gay Percentage
Organization: ITC/UVA Community Access UNIX/Internet Project
Lines: 52

In article <15427@optilink.com> cramer@optilink.COM (Clayton Cramer) writes:
>
>In article <C5K5LC.CyF@murdoch.acc.Virginia.EDU>, lfoard@hopper.Virginia.EDU (Lawrence C. Foard) writes:
>> In article <15378@optilink.com> cramer@optilink.COM (Clayton Cramer) writes:
># #From the Santa Rosa (Cal.) Press-Democrat, April 15, 1993, p. B2:
># #
># #    Male sex survey: Gay activity low
># #
># #    A new natonal study on male sexual behavior, the most thorough
># #    examination of American men's sexual practices published since
># #    the Kinsey report more than four decades ago, shows about 2
># #    percent of the men surveyed had engaged in homosexual sex and
># #    1 percent considered themselves exclusively homosexual.
># #
># #    The figures on homosexuality in the study released Wednesday
># #    by the Alan Guttmacher Institute are significantly lower than
># #    the 10 percent figure that has been part of the conventional
># #    wisdom since it was published in the Kinsey report.
># 
># 1) So what?
>
>Homosexuals lie about the 10% number to hide the disproportionate
>involvement of homosexuals in child molestation.  

Put up or shut up. Where is your evidence?
Show a study indicating a link between liking >>GROWN UPS<< of the same
sex and liking children. Saying that 30% of molested children are male
shows nothing since it tells you nothing of the molesters preference
in adults (if they have any at all). 

>They also lie
>about ""10%"" to keep politicians scared.

The politicians will have plenty to be scared of in one week be it 1% or
90%.

># 2) It will be interesting to see the reaction when 2.5million queers
>#    gather in Washington DC. After all if there are only 6million of
>#    us then this is an event unprecidented in history...
>
>But many of the people who will be marching aren't homosexuals, but
>other members of the leftist agenda.

I'm sure there will be a few non queers, but the vast majority are
queer.

-- 
------          Join the Pythagorean Reform Church!               .
\    /        Repent of your evil irrational numbers             . .
 \  /   and bean eating ways. Accept 10 into your heart!        . . .
  \/   Call the Pythagorean Reform Church BBS at 508-793-9568  . . . .
    
",talk.politics.misc,2419,"in article (clayton cramer) writes: put up or shut up. where is your evidence? show a study indicating a link between liking >>grown ups<< of the same sex and liking children. saying that 30% of molested children are male shows nothing since it tells you nothing of the molesters preference in adults (if they have any at all). the politicians will have plenty to be scared of in one week be it 1% or 90%. i'm sure there will be a few non queers, but the vast majority are queer. -- ------ join the pythagorean reform church! . \ / repent of your evil irrational numbers . . \ / and bean eating ways. accept 10 into your heart! . . . \/ call the pythagorean reform church bbs at 508-793-9568 . . . .",699,60,Sexual Behavior Study,Discuss findings of a study on male sexual behavior and homosexuality,Neutral,Sexual Behavior Study,Discuss findings of a study on male sexual behavior and homosexuality,Neutral
7509,"From: cka52397@uxa.cso.uiuc.edu (OrioleFan@uiuc)
Subject: Re: V4 V6 V8 V12 Vx?
Organization: University of Illinois at Urbana
Lines: 27

ssave@ole.cdac.com (The Devil Reincarnate) writes:


>  I am curious about knowing which commericial cars today
>have v engines.

>V4 - I don't know of any.
>V6 - Legend, MR3? MR6?
>V8 - Don't know of any.
>V12 - Jaguar XJS


> Please add to the list.


> Thanks,
> -S
> ssave@ole.cdac.com

	The Viper isn't an Inline 10 or Flat 10, is it?  I'm pretty sure its
a V-10.  Also, the Cizeta??? is a V-16, but it may not yet be more than a 
dream...


-- 
Chintan Amin <The University of Illinois UrbanaChampaign> mail: llama@uiuc.edu
*******SIG UNDER CONSTRUCTION HARD HAT AREA********
",rec.autos,719,"(the devil reincarnate) writes: the viper isn't an inline 10 or flat 10, is it? i'm pretty sure its a v-10. also, the cizeta??? is a v-16, but it may not yet be more than a dream... -- chintan amin <the university of illinois urbanachampaign> mail: *******sig under construction hard hat area********",300,61,Automotive Engine Types,Inquire and share information about commercial cars with V engines,Neutral,Automotive Engine Types,Inquire and share information about commercial cars with V engines,Neutral
16756,"From: hathaway@stsci.edu
Subject: Re: Vandalizing the sky.
Lines: 25
Organization: Space Telescope Science Institute
Distribution: na

In article <1rls95$9aj@access.digex.net>, prb@access.digex.com (Pat) writes:
> In article <C63nA8.4C1@news.cso.uiuc.edu> gfk39017@uxa.cso.uiuc.edu (George F. Krumins) writes:
> |I say:
> |What I'm objecting to here is a floating billboard that, presumably,
> |would move around in the sky.  I, for one, am against legislating
> |at all.  I just wish that people had a bit of common courtesy, and
> |would consider how their greed for money impacts the more ethereal and
>>aesthetic values that make us human.  This includes the need for wild
>>and unspoiled things, including the night sky.
> 
> 
> Sorry that's an aesthetics argument.  maybe this string shoudl mofe to
> sci.space.aesthetics.
> 
> Planes  ruin the night sky.  Blimps ruin the night sky.  Radio towers
> ruin the night sky.  
> 
> Like i said,  get a vote, and create some more national parks.  which
> include onobstructed air space.
> 
> 

Hokay - I am hereby voting my backyard to be a sanctuary - one acre 
where I can object to anything I do not like for aesthetic reasons. 
<::-)  What a relief to know we both can be happy. 
",sci.space,1234,in article (pat) writes: hokay - i am hereby voting my backyard to be a sanctuary - one acre where i can object to anything i do not like for aesthetic reasons. <::-) what a relief to know we both can be happy.,210,62,Environmental aesthetics and sky pollution,Expressing concern over visual pollution in the night sky,Negative,Environmental aesthetics and sky pollution,Expressing concern over visual pollution in the night sky,Negative
13460,"From: nsmca@aurora.alaska.edu
Subject: Re: Why not give $1 billion to first year-long moon residents?
Article-I.D.: aurora.1993Apr19.130922.1
Organization: University of Alaska Fairbanks
Lines: 28
Nntp-Posting-Host: acad3.alaska.edu

In article <1993Apr19.144427.17399@aio.jsc.nasa.gov>, kjenks@gothamcity.jsc.nasa.gov writes:
> Gene Wright (gene@theporch.raider.net) wrote:
> : Announce that a reward of $1 billion would go to the first corporation 
> : who successfully keeps at least 1 person alive on the moon for a year. 
> : Then you'd see some of the inexpensive but not popular technologies begin 
> : to be developed. THere'd be a different kind of space race then!
> 
> I'm an advocate of this idea for funding Space Station work, and I
> throw around the $1 billion figure for that ""reward.""  I suggest that
> you increase the Lunar reward to about $3 billion.
> 
> This would encourage private industry to invest in space, which 
> should be one of NASA's primary goals.
> 
> -- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office
>       kjenks@gothamcity.jsc.nasa.gov  (713) 483-4368
> 
>      ""Better.  Faster.  Cheaper."" -- Daniel S. Goldin, NASA Administrator


Also would maybe get the Russians Involved. After all they do have the resources
to do it in part.. But they need the capital and the goal..

I wonder if renting the russians resources would be a disqualification?


==
Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked
",sci.space,1467,"article-i.d.: aurora.1993apr19.130922.1 organization: university of alaska fairbanks lines: 28 nntp-posting-host: acad3.alaska.edu in article writes: also would maybe get the russians involved. after all they do have the resources to do it in part.. but they need the capital and the goal.. i wonder if renting the russians resources would be a disqualification? == michael adams, -- i'm not high, just jacked",409,63,Space exploration funding,Advocating for financial incentives to encourage private industry investment in lunar habitation,Positive,Space exploration funding,Advocating for financial incentives to encourage private industry investment in lunar habitation,Positive
18163,"From: mcovingt@aisun1.ai.uga.edu (Michael Covington)
Subject: Re: Radar detector DETECTORS?
Nntp-Posting-Host: aisun1.ai.uga.edu
Organization: AI Programs, University of Georgia, Athens
Lines: 9

There is or was a microwave tower next to Florida's Turnpike, and you
could watch the cars hit the breaks as they came in sight of it every
morning...

-- 
:-  Michael A. Covington, Associate Research Scientist        :    *****
:-  Artificial Intelligence Programs      mcovingt@ai.uga.edu :  *********
:-  The University of Georgia              phone 706 542-0358 :   *  *  *
:-  Athens, Georgia 30602-7415 U.S.A.     amateur radio N4TMI :  ** *** **  <><
",sci.electronics,654,"there is or was a microwave tower next to florida's turnpike, and you could watch the cars hit the breaks as they came in sight of it every morning... -- :- michael a. covington, associate research scientist : ***** :- artificial intelligence programs : ********* :- the university of georgia phone 706 542-0358 : * * * :- athens, georgia 30602-7415 u.s.a. amateur radio n4tmi : ** *** ** <><",392,64,Radar Detectors and Microwave Towers,Sharing an observation about the effects of a microwave tower on driver behavior,Neutral,Radar Detectors and Microwave Towers,Sharing an observation about the effects of a microwave tower on driver behavior,Neutral
16518,"From: mdouglas@netcom.com (Hokh'Ton)
Subject: Re: Kyle K. on Rodney King
Organization: NETCOM On-line Communication Services (408 241-9760 guest)
Lines: 39

In <1qqfam$ogh@usenet.INS.CWRU.Edu> aa680@cleveland.Freenet.Edu (Vern Morrison) writes:


>In a previous article, kkopp@uxh.cso.uiuc.edu (koppenhoefer kyle cramm) says:

>>thf2@kimbark.uchicago.edu (Ted Frank) writes:
>>
>>>In article <C5Lp0y.FDK@news.cso.uiuc.edu> kkopp@uxh.cso.uiuc.edu (koppenhoefer kyle cramm) writes:
>>>>       How about the fact that you have a bunch of cops putting their lives on
>>>>the line day in and day out who are afraid as hell of a large black guy that
>>>                                                               ^^^^^
>>>>took a large amount of punishment and refused submit?  
>>
>>>I'm curious why you think that particular adjective is important.
>>
>>     I'm curious why you took a beign statement and cross-posted it to several
>>different news groups, including something along the lines of alt.discrimination  Look Rodney King is black and large.  I have several large black male friends,and they are referred to as being large black men ( to their faces, and by
>>themselves ).  You know, Ted, I have a large number of adjectives for you,
>>but I will spare you most of them because I try not to get into personal
>>flame wars.  Let me just say that I think your action of cross posting this
>>was total BS, and you're trying to start some crap.  Hopefully, others will
>>see through your trite little game and not play along.  

>      You still haven't addressed Ted's statement.  We're waiting.

	Yeah, I'm also curious as to why you felt compelled to remind us of the
guy's race. BTW, I don't mean to imply that you're clueless or anything, but
the statement was *hardly* ""benign"". 
-- 




	Hokh'Ton	:	The Crystal Wind is the Storm,
  mdouglas@netcom.com	:	 and the Storm is Data,
Michael Douglas-Llyr	:	  and the Data is Life.
			:		---Player's Litany (The Long Run)
	

",talk.politics.misc,1983,"in (vern morrison) writes: yeah, i'm also curious as to why you felt compelled to remind us of the guy's race. btw, i don't mean to imply that you're clueless or anything, but the statement was *hardly* ""benign"". -- hokh'ton : the crystal wind is the storm, : and the storm is data, michael douglas-llyr : and the data is life. : ---player's litany (the long run)",363,65,Racial Issues and Law Enforcement,Engage in a discussion about perceptions of race and police interactions,Neutral,Racial Issues and Law Enforcement,Engage in a discussion about perceptions of race and police interactions,Neutral
15609,"From: d.gellert@trl.oz.au (Dennis Gellert)
Subject: Re: Why is my mouse so JUMPY? (MS MOUSE)
Lines: 25
Organization: Telecom Research

In article <1993Apr23.140123.5018@cti.com> rlister@cti.com (Russell Lister) writes:
>From: rlister@cti.com (Russell Lister)
>Subject: Re: Why is my mouse so JUMPY? (MS MOUSE)
>Date: Fri, 23 Apr 1993 14:01:23 GMT

>ecktons@ucs.byu.edu (Sean Eckton) writes:

>>I have a Microsoft Serial Mouse and am using mouse.com 8.00 (was using 8.20 
>>I think, but switched to 8.00 to see if it was any better).  Vertical motion 
>>is nice and smooth, but horizontal motion is so bad I sometimes can't click 
>>on something because my mouse jumps around.  I can be moving the mouse to 
>>the right with relatively uniform motion and the mouse will move smoothly 
>>for a bit, then jump to the right, then move smoothly for a bit then jump 
>>again (maybe this time to the left about .5 inch!).  This is crazy!  I have 
>>never had so much trouble with a mouse before.  Anyone have any solutions?  

>>Does Microsoft think they are what everyone should be? <- just venting steam!

I've seen this problem several times. It was always the result of the little 
rollers inside the mouse becomming dirty- they are good at collecting grime.
the solution is simple: remove the ball to reveal the two rollers. 
Carefully clean them and the ball.
Dennis


",comp.os.ms-windows.misc,1368,in article (russell lister) writes: i've seen this problem several times. it was always the result of the little rollers inside the mouse becomming dirty- they are good at collecting grime. the solution is simple: remove the ball to reveal the two rollers. carefully clean them and the ball. dennis,298,66,Mouse Performance Issues,Seeking Help for Mouse Malfunction,Frustration,Mouse Performance Issues,Seeking Help for Mouse Malfunction,Frustration
3431,"From: james@mintaka.sdsu.edu (Michael James)
Subject: **Suzuki GR650 for sale**
Organization: San Diego State University, College of Sciences
Lines: 25
NNTP-Posting-Host: mintaka.sdsu.edu
X-Newsreader: TIN [version 1.1 PL9]

[ Article crossposted from sdnet.forsale,rec.motocycle ]
[ Author was Michael James ]
[ Posted on 21 Apr 1993 15:39:50 GMT ]


I must sell my motorcycle...:(  it is a '83 GR650, Tempter.
It has 20K miles and runs well.  
Includes a cover and tank bag..

I'm asking $700 for it all. 

E-mail me if you want to take a look at it.

--
********************************************************************************  Michael James                   james@mintaka.sdsu.edu         
  PA-128			  	594-2469 
  					294-9845(H)	
********************************************************************************

--
********************************************************************************
	Michael James				james@mintaka.sdsu.edu
	PA-128					594-2469
	(still no neat .sig -- oh well.)
********************************************************************************
",rec.motorcycles,1090,"[ article crossposted from sdnet.forsale,rec.motocycle ] [ author was michael james ] [ posted on 21 apr 1993 15:39:50 gmt ] i must sell my motorcycle...:( it is a '83 gr650, tempter. it has 20k miles and runs well. includes a cover and tank bag.. i'm asking $700 for it all. e-mail me if you want to take a look at it. -- ******************************************************************************** michael james pa-128 594-2469 294-9845(h) ******************************************************************************** -- ******************************************************************************** michael james pa-128 594-2469 (still no neat .sig -- oh well.) ********************************************************************************",754,67,Motorcycle Sale,Selling a motorcycle,Neutral,Motorcycle Sale,Selling a motorcycle,Neutral
9309,"From: timothy@lamar.ColoState.EDU (Timothy Cree)
Subject: Re: Why is Barry Bonds not batting 4th?
Nntp-Posting-Host: lamar.acns.colostate.edu
Organization: Colorado State University, Fort Collins, CO  80523
Lines: 23

In article <1993Apr22.192035.23822@hpcvaac.cv.hp.com> paula@koufax.cv.hp.com (Paul Andresen) writes:
>|> >In article <1993Apr21.032427.22464@leland.Stanford.EDU>, punjabi@leland.Stanford.EDU (sanjeev punjabi) writes:
>|> >
>|> >(2)   Having Bonds batting behind Williams means that Matt will get
>|> >      more good pitches to hit.  This is important since he struggles
>|> >      so much with breaking balls.  Opposing pitchers don't want to
>|> >      walk Williams to get to Bonds.
>
>I have to wonder if this ""good hitter behind you"" argument is really valid.
>Has anyone done a study on this. 
>
>  paula@koufax.cv.hp.com   Paul Andresen  Hewlett-Packard  (503)-750-3511
>

	You want a study? Look at Matt Williams the year after
	Mitchell was gone. Look no further. Not a scientific
	study, but it'll show the truth for Matt. Besides, Bonds
	_wants_ to bat 5th
					Tim
	If you want an actual analysis of batting order, look up
	""Analysis of Baseball Batting Order by Monte Carlo Simulation""
	by Freeze, _Journal of the Operations Research Scoiety
	of America_, no.22, 1975
",rec.sport.baseball,1299,"in article (paul andresen) writes: you want a study? look at matt williams the year after mitchell was gone. look no further. not a scientific study, but it'll show the truth for matt. besides, bonds _wants_ to bat 5th tim if you want an actual analysis of batting order, look up ""analysis of baseball batting order by monte carlo simulation"" by freeze, _journal of the operations research scoiety of america_, no.22, 1975",422,68,Baseball Strategy,Discuss batting order and its impact on player performance,Neutral,Baseball Strategy,Discuss batting order and its impact on player performance,Neutral
